Timestamp,ETH,WETH,USDT,USDC,WBTC,SHIB,DAI
2024-08-17 17:16:35,0,5000000000000000000,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:17:35,0,105492198671054953360,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:18:35,0,105492198671054953360,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:19:35,0,105492198671054953360,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:20:35,0,105492198671054953360,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:21:36,0,105492198671054953360,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:22:36,0,107193073451334284662,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:23:36,0,107193073451334284662,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:24:36,0,107193073451334284662,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:25:36,0,107193073451334284662,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:26:36,0,107193073451334284662,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:27:36,0,116964778318654120724,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:28:36,0,116964778318654120724,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:29:36,0,116964778318654120724,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:30:36,0,116964778318654120724,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:31:36,0,116964778318654120724,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:32:36,0,116964778318654120724,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:33:36,0,116964778318654120724,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:34:36,0,118943268620437998932,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:35:36,0,118943268620437998932,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:36:37,0,118943268620437998932,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:37:37,0,118943268620437998932,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:38:37,0,118943268620437998932,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:39:37,0,118943268620437998932,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:40:37,0,118943268620437998932,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
