net_profit($),profit_per_trade($),net_roi,success_rate,total_trade_volume_usd($),trade_profit($),analysis_latency(ms),on_chain_execution_time(ms),price_diff,time_opportunity_found(s),time_tx_init(s),time_tx_finalized(s),base_asset,intermediate_asset,first_swap_router,second_swap_router,base_asset_balance_before_swap(wei),base_asset_balance_after_swap(wei),tx_receipt
261969.60363491968,261969.6,10.12,1.0,13034.35,261969.60363491968,6.980180740356445,13.648748397827148,9690.251799991038,1723886198.87938,1723886198.8863602,1723886198.900009,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F,5000000000000000000,105492198671054953360,"AttributeDict({'blockHash': HexBytes('0xc62b678308a3c94c7b2b33961e23a2e456a0fa62c7eb00c633adb5a0194a5007'), 'blockNumber': 20283391, 'contractAddress': None, 'cumulativeGasUsed': 189620, 'effectiveGasPrice': 1000000008, 'from': '0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266', 'gasUsed': 189620, 'logs': [AttributeDict({'address': '0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2', 'blockHash': HexBytes('0xc62b678308a3c94c7b2b33961e23a2e456a0fa62c7eb00c633adb5a0194a5007'), 'blockNumber': 20283391, 'data': HexBytes('0x0000000000000000000000000000000000000000000000004563918244f40000'), 'logIndex': 0, 'removed': False, 'topics': [HexBytes('0x8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94'), HexBytes('0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d')], 'transactionHash': HexBytes('0x6835ff171ce62d9fcc2cf17856bafa8b8f359f6a56a36a63667c191bf64677eb'), 'transactionIndex': 0}), AttributeDict({'address': '0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2', 'blockHash': HexBytes('0xc62b678308a3c94c7b2b33961e23a2e456a0fa62c7eb00c633adb5a0194a5007'), 'blockNumber': 20283391, 'data': HexBytes('0x0000000000000000000000000000000000000000000000004563918244f40000'), 'logIndex': 1, 'removed': False, 'topics': [HexBytes('0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94'), HexBytes('0x000000000000000000000000811beed0119b4afce20d2583eb608c6f7af1954f')], 'transactionHash': HexBytes('0x6835ff171ce62d9fcc2cf17856bafa8b8f359f6a56a36a63667c191bf64677eb'), 'transactionIndex': 0}), AttributeDict({'address': '0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE', 'blockHash': HexBytes('0xc62b678308a3c94c7b2b33961e23a2e456a0fa62c7eb00c633adb5a0194a5007'), 'blockNumber': 20283391, 'data': HexBytes('0x00000000000000000000000000000000000000000163bd2c9ca9990009591410'), 'logIndex': 2, 'removed': False, 'topics': [HexBytes('0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef'), HexBytes('0x000000000000000000000000811beed0119b4afce20d2583eb608c6f7af1954f'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94')], 'transactionHash': HexBytes('0x6835ff171ce62d9fcc2cf17856bafa8b8f359f6a56a36a63667c191bf64677eb'), 'transactionIndex': 0}), AttributeDict({'address': '0x811beEd0119b4AfCE20D2583EB608C6F7AF1954f', 'blockHash': HexBytes('0xc62b678308a3c94c7b2b33961e23a2e456a0fa62c7eb00c633adb5a0194a5007'), 'blockNumber': 20283391, 'data': HexBytes('0x00000000000000000000000000000000000000005cbbacb1cea5f2873e8076da0000000000000000000000000000000000000000000000124e0ed1dcc29fe81b'), 'logIndex': 3, 'removed': False, 'topics': [HexBytes('0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1')], 'transactionHash': HexBytes('0x6835ff171ce62d9fcc2cf17856bafa8b8f359f6a56a36a63667c191bf64677eb'), 'transactionIndex': 0}), AttributeDict({'address': '0x811beEd0119b4AfCE20D2583EB608C6F7AF1954f', 'blockHash': HexBytes('0xc62b678308a3c94c7b2b33961e23a2e456a0fa62c7eb00c633adb5a0194a5007'), 'blockNumber': 20283391, 'data': HexBytes('0x00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004563918244f4000000000000000000000000000000000000000000000163bd2c9ca99900095914100000000000000000000000000000000000000000000000000000000000000000'), 'logIndex': 4, 'removed': False, 'topics': [HexBytes('0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822'), HexBytes('0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94')], 'transactionHash': HexBytes('0x6835ff171ce62d9fcc2cf17856bafa8b8f359f6a56a36a63667c191bf64677eb'), 'transactionIndex': 0}), AttributeDict({'address': '0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE', 'blockHash': HexBytes('0xc62b678308a3c94c7b2b33961e23a2e456a0fa62c7eb00c633adb5a0194a5007'), 'blockNumber': 20283391, 'data': HexBytes('0x00000000000000000000000000000000000000000163bd2c9ca9990009591410'), 'logIndex': 5, 'removed': False, 'topics': [HexBytes('0x8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94'), HexBytes('0x000000000000000000000000d9e1ce17f2641f24ae83637ab66a2cca9c378b9f')], 'transactionHash': HexBytes('0x6835ff171ce62d9fcc2cf17856bafa8b8f359f6a56a36a63667c191bf64677eb'), 'transactionIndex': 0}), AttributeDict({'address': '0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE', 'blockHash': HexBytes('0xc62b678308a3c94c7b2b33961e23a2e456a0fa62c7eb00c633adb5a0194a5007'), 'blockNumber': 20283391, 'data': HexBytes('0x00000000000000000000000000000000000000000163bd2c9ca9990009591410'), 'logIndex': 6, 'removed': False, 'topics': [HexBytes('0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94'), HexBytes('0x00000000000000000000000024d3dd4a62e29770cf98810b09f89d3a90279e7a')], 'transactionHash': HexBytes('0x6835ff171ce62d9fcc2cf17856bafa8b8f359f6a56a36a63667c191bf64677eb'), 'transactionIndex': 0}), AttributeDict({'address': '0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE', 'blockHash': HexBytes('0xc62b678308a3c94c7b2b33961e23a2e456a0fa62c7eb00c633adb5a0194a5007'), 'blockNumber': 20283391, 'data': HexBytes('0x0000000000000000000000000000000000000000000000000000000000000000'), 'logIndex': 7, 'removed': False, 'topics': [HexBytes('0x8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94'), HexBytes('0x000000000000000000000000d9e1ce17f2641f24ae83637ab66a2cca9c378b9f')], 'transactionHash': HexBytes('0x6835ff171ce62d9fcc2cf17856bafa8b8f359f6a56a36a63667c191bf64677eb'), 'transactionIndex': 0}), AttributeDict({'address': '0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2', 'blockHash': HexBytes('0xc62b678308a3c94c7b2b33961e23a2e456a0fa62c7eb00c633adb5a0194a5007'), 'blockNumber': 20283391, 'data': HexBytes('0x000000000000000000000000000000000000000000000005b7ff93c50b2a5b90'), 'logIndex': 8, 'removed': False, 'topics': [HexBytes('0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef'), HexBytes('0x00000000000000000000000024d3dd4a62e29770cf98810b09f89d3a90279e7a'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94')], 'transactionHash': HexBytes('0x6835ff171ce62d9fcc2cf17856bafa8b8f359f6a56a36a63667c191bf64677eb'), 'transactionIndex': 0}), AttributeDict({'address': '0x24D3dD4a62e29770cf98810b09F89D3A90279E7a', 'blockHash': HexBytes('0xc62b678308a3c94c7b2b33961e23a2e456a0fa62c7eb00c633adb5a0194a5007'), 'blockNumber': 20283391, 'data': HexBytes('0x000000000000000000000000000000000000000001648776a9f6e69f081d5dd60000000000000000000000000000000000000000000000000343002cfb060f37'), 'logIndex': 9, 'removed': False, 'topics': [HexBytes('0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1')], 'transactionHash': HexBytes('0x6835ff171ce62d9fcc2cf17856bafa8b8f359f6a56a36a63667c191bf64677eb'), 'transactionIndex': 0}), AttributeDict({'address': '0x24D3dD4a62e29770cf98810b09F89D3A90279E7a', 'blockHash': HexBytes('0xc62b678308a3c94c7b2b33961e23a2e456a0fa62c7eb00c633adb5a0194a5007'), 'blockNumber': 20283391, 'data': HexBytes('0x00000000000000000000000000000000000000000163bd2c9ca999000959141000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005b7ff93c50b2a5b90'), 'logIndex': 10, 'removed': False, 'topics': [HexBytes('0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822'), HexBytes('0x000000000000000000000000d9e1ce17f2641f24ae83637ab66a2cca9c378b9f'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94')], 'transactionHash': HexBytes('0x6835ff171ce62d9fcc2cf17856bafa8b8f359f6a56a36a63667c191bf64677eb'), 'transactionIndex': 0})], 'logsBloom': HexBytes('0x00200000000000000080000080002000000000000000000000010000000000000004000000000000000000000000000002000000080000000000000000200000000000000000000000020008000000200000000000000000000000100000000000000000000000000000000000000000000000001000000000000010000000000000000000000000004000000100400400000000000000080000004000000000020000400000000000000000800000000020000000000000000000000000000000010002000000400000000002000010000000000400001000000000000020000010200000000004000000000000000000000000000008000000000000010000'), 'status': 1, 'to': '0x00B0517de6b2b09aBD3a7B69d66D85eFdb2c7d94', 'transactionHash': HexBytes('0x6835ff171ce62d9fcc2cf17856bafa8b8f359f6a56a36a63667c191bf64677eb'), 'transactionIndex': 0, 'type': 2})"
266403.06868570077,133201.53,10.29,1.0,288038.797949613,4433.465050781066,11.11602783203125,19.30093765258789,3073.6527859559055,1723886503.740351,1723886503.751467,1723886503.770768,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F,105492198671054953360,107193073451334284662,"AttributeDict({'blockHash': HexBytes('0x8a15392ebc021d8408d80c8890ff01b4e5c3a2630ccdb4995d0629a802368384'), 'blockNumber': 20283958, 'contractAddress': None, 'cumulativeGasUsed': 189648, 'effectiveGasPrice': 1000000008, 'from': '0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266', 'gasUsed': 189648, 'logs': [AttributeDict({'address': '0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2', 'blockHash': HexBytes('0x8a15392ebc021d8408d80c8890ff01b4e5c3a2630ccdb4995d0629a802368384'), 'blockNumber': 20283958, 'data': HexBytes('0x000000000000000000000000000000000000000000000005b7ff93c50b2a5b90'), 'logIndex': 0, 'removed': False, 'topics': [HexBytes('0x8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94'), HexBytes('0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d')], 'transactionHash': HexBytes('0x816cbf04adc76e1ce053e9cd06af55253d0a0afa925a8a4e608dcf52dd93430b'), 'transactionIndex': 0}), AttributeDict({'address': '0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2', 'blockHash': HexBytes('0x8a15392ebc021d8408d80c8890ff01b4e5c3a2630ccdb4995d0629a802368384'), 'blockNumber': 20283958, 'data': HexBytes('0x000000000000000000000000000000000000000000000005b7ff93c50b2a5b90'), 'logIndex': 1, 'removed': False, 'topics': [HexBytes('0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94'), HexBytes('0x000000000000000000000000811beed0119b4afce20d2583eb608c6f7af1954f')], 'transactionHash': HexBytes('0x816cbf04adc76e1ce053e9cd06af55253d0a0afa925a8a4e608dcf52dd93430b'), 'transactionIndex': 0}), AttributeDict({'address': '0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE', 'blockHash': HexBytes('0x8a15392ebc021d8408d80c8890ff01b4e5c3a2630ccdb4995d0629a802368384'), 'blockNumber': 20283958, 'data': HexBytes('0x000000000000000000000000000000000000000007ecf0a99c99f1e219955183'), 'logIndex': 2, 'removed': False, 'topics': [HexBytes('0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef'), HexBytes('0x000000000000000000000000811beed0119b4afce20d2583eb608c6f7af1954f'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94')], 'transactionHash': HexBytes('0x816cbf04adc76e1ce053e9cd06af55253d0a0afa925a8a4e608dcf52dd93430b'), 'transactionIndex': 0}), AttributeDict({'address': '0x811beEd0119b4AfCE20D2583EB608C6F7AF1954f', 'blockHash': HexBytes('0x8a15392ebc021d8408d80c8890ff01b4e5c3a2630ccdb4995d0629a802368384'), 'blockNumber': 20283958, 'data': HexBytes('0x00000000000000000000000000000000000000002cd08e7579f9d81c75ae2c72000000000000000000000000000000000000000000000025f547f948f0e1aafd'), 'logIndex': 3, 'removed': False, 'topics': [HexBytes('0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1')], 'transactionHash': HexBytes('0x816cbf04adc76e1ce053e9cd06af55253d0a0afa925a8a4e608dcf52dd93430b'), 'transactionIndex': 0}), AttributeDict({'address': '0x811beEd0119b4AfCE20D2583EB608C6F7AF1954f', 'blockHash': HexBytes('0x8a15392ebc021d8408d80c8890ff01b4e5c3a2630ccdb4995d0629a802368384'), 'blockNumber': 20283958, 'data': HexBytes('0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005b7ff93c50b2a5b90000000000000000000000000000000000000000007ecf0a99c99f1e2199551830000000000000000000000000000000000000000000000000000000000000000'), 'logIndex': 4, 'removed': False, 'topics': [HexBytes('0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822'), HexBytes('0x0000000000000000000000007a250d5630b4cf539739df2c5dacb4c659f2488d'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94')], 'transactionHash': HexBytes('0x816cbf04adc76e1ce053e9cd06af55253d0a0afa925a8a4e608dcf52dd93430b'), 'transactionIndex': 0}), AttributeDict({'address': '0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE', 'blockHash': HexBytes('0x8a15392ebc021d8408d80c8890ff01b4e5c3a2630ccdb4995d0629a802368384'), 'blockNumber': 20283958, 'data': HexBytes('0x000000000000000000000000000000000000000007ecf0a99c99f1e219955183'), 'logIndex': 5, 'removed': False, 'topics': [HexBytes('0x8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94'), HexBytes('0x000000000000000000000000d9e1ce17f2641f24ae83637ab66a2cca9c378b9f')], 'transactionHash': HexBytes('0x816cbf04adc76e1ce053e9cd06af55253d0a0afa925a8a4e608dcf52dd93430b'), 'transactionIndex': 0}), AttributeDict({'address': '0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE', 'blockHash': HexBytes('0x8a15392ebc021d8408d80c8890ff01b4e5c3a2630ccdb4995d0629a802368384'), 'blockNumber': 20283958, 'data': HexBytes('0x000000000000000000000000000000000000000007ecf0a99c99f1e219955183'), 'logIndex': 6, 'removed': False, 'topics': [HexBytes('0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94'), HexBytes('0x00000000000000000000000024d3dd4a62e29770cf98810b09f89d3a90279e7a')], 'transactionHash': HexBytes('0x816cbf04adc76e1ce053e9cd06af55253d0a0afa925a8a4e608dcf52dd93430b'), 'transactionIndex': 0}), AttributeDict({'address': '0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE', 'blockHash': HexBytes('0x8a15392ebc021d8408d80c8890ff01b4e5c3a2630ccdb4995d0629a802368384'), 'blockNumber': 20283958, 'data': HexBytes('0x0000000000000000000000000000000000000000000000000000000000000000'), 'logIndex': 7, 'removed': False, 'topics': [HexBytes('0x8c5be1e5ebec7d5bd14f71427d1e84f3dd0314c0f7b2291e5b200ac8c7c3b925'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94'), HexBytes('0x000000000000000000000000d9e1ce17f2641f24ae83637ab66a2cca9c378b9f')], 'transactionHash': HexBytes('0x816cbf04adc76e1ce053e9cd06af55253d0a0afa925a8a4e608dcf52dd93430b'), 'transactionIndex': 0}), AttributeDict({'address': '0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2', 'blockHash': HexBytes('0x8a15392ebc021d8408d80c8890ff01b4e5c3a2630ccdb4995d0629a802368384'), 'blockNumber': 20283958, 'data': HexBytes('0x000000000000000000000000000000000000000000000005cf9a4c5ee922b576'), 'logIndex': 8, 'removed': False, 'topics': [HexBytes('0xddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef'), HexBytes('0x00000000000000000000000024d3dd4a62e29770cf98810b09f89d3a90279e7a'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94')], 'transactionHash': HexBytes('0x816cbf04adc76e1ce053e9cd06af55253d0a0afa925a8a4e608dcf52dd93430b'), 'transactionIndex': 0}), AttributeDict({'address': '0x24D3dD4a62e29770cf98810b09F89D3A90279E7a', 'blockHash': HexBytes('0x8a15392ebc021d8408d80c8890ff01b4e5c3a2630ccdb4995d0629a802368384'), 'blockNumber': 20283958, 'data': HexBytes('0x000000000000000000000000000000000000000007edbb5d149a5e8cbb356571000000000000000000000000000000000000000000000000009510e508af59c1'), 'logIndex': 9, 'removed': False, 'topics': [HexBytes('0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1')], 'transactionHash': HexBytes('0x816cbf04adc76e1ce053e9cd06af55253d0a0afa925a8a4e608dcf52dd93430b'), 'transactionIndex': 0}), AttributeDict({'address': '0x24D3dD4a62e29770cf98810b09F89D3A90279E7a', 'blockHash': HexBytes('0x8a15392ebc021d8408d80c8890ff01b4e5c3a2630ccdb4995d0629a802368384'), 'blockNumber': 20283958, 'data': HexBytes('0x000000000000000000000000000000000000000007ecf0a99c99f1e21995518300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005cf9a4c5ee922b576'), 'logIndex': 10, 'removed': False, 'topics': [HexBytes('0xd78ad95fa46c994b6551d0da85fc275fe613ce37657fb8d5e3d130840159d822'), HexBytes('0x000000000000000000000000d9e1ce17f2641f24ae83637ab66a2cca9c378b9f'), HexBytes('0x00000000000000000000000000b0517de6b2b09abd3a7b69d66d85efdb2c7d94')], 'transactionHash': HexBytes('0x816cbf04adc76e1ce053e9cd06af55253d0a0afa925a8a4e608dcf52dd93430b'), 'transactionIndex': 0})], 'logsBloom': HexBytes('0x00200000000000000080000080002000000000000000000000010000000000000004000000000000000000000000000002000000080000000000000000200000000000000000000000020008000000200000000000000000000000100000000000000000000000000000000000000000000000001000000000000010000000000000000000000000004000000100400400000000000000080000004000000000020000400000000000000000800000000020000000000000000000000000000000010002000000400000000002000010000000000400001000000000000020000010200000000004000000000000000000000000000008000000000000010000'), 'status': 1, 'to': '0x00B0517de6b2b09aBD3a7B69d66D85eFdb2c7d94', 'transactionHash': HexBytes('0x816cbf04adc76e1ce053e9cd06af55253d0a0afa925a8a4e608dcf52dd93430b'), 'transactionIndex': 0, 'type': 2})"
