timestamp,token_in,amount_in,token_out,tx_receipt
1723883602.10682,ETH,2910338483255380134,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883613.6109009,ETH,2434059847726144543,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883614.627598,ETH,1217037919670366721,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883618.807008,ETH,293299290579893860,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883621.910347,ETH,2447211316383625436,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883625.048756,ETH,1065432658807163952,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883631.374024,ETH,2496000407961212593,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883639.797854,ETH,2538095605030129553,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883651.333921,ETH,730019213993827349,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883665.029334,ETH,808790500239388368,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883668.216819,ETH,2278655227549421363,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883675.5780008,ETH,302056657636796217,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883686.239574,ETH,874154041755190992,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883688.331269,ETH,295369763387549109,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883694.72448,ETH,161536602473580336,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883699.978545,ETH,2595880842625923136,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
1723883700.99387,ETH,1114811972025504099,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,{'status': 0}
