timestamp,token_in,amount_in,token_out,txhash
1723566880.932916,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,339321,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5dd2c9a1065a988b4c55c17a461058f75888aa208525a3854fd6c5d5aa28f862
1723566908.1370509,0xdAC17F958D2ee523a2206206994597C13D831ec7,1235000000,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xba70d1d19e1a916a07012754828a692227701a829b9e34513f44805ef10afa3c
1723566911.178505,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,21928446736793369873808049,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xd59eb98a911ecfaf48fb6d695b3a36537002c3a6b034bd4697f12e8ee79990b5
1723566917.259495,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,339321,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xd5a25a2946636060cb19387d54601e2ee3e3660ea7da1cc038a8919a52a40fff
1723566926.36065,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,43856893473757624790796429,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5b956c9f3e5ee456ae1a3da24bad0ef155b65309966b6d8e86293b6b72abd74b
1723566932.4198022,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,339321,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x0ce127054709b1fbf1241c32c1f13fc28ba76e0510395ee469bc50c473467dc6
1723566935.480478,0xdAC17F958D2ee523a2206206994597C13D831ec7,451000000,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xe59e827f62783a925781bf2a57d26fa45df8891890e1dcff17ee2ed84c5dd826
1723566938.514076,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,43856893473811534970296780,0x6B175474E89094C44Da98b954EedeAC495271d0F,0xfd823f274ce2f44113ed231984a83f1b189fa81cf31a42fe673a253815af3487
1723566941.5576189,0x6B175474E89094C44Da98b954EedeAC495271d0F,5244837277410809767585,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0xed1852c82b1fb1d30c7823dfb52b491fa8dded9479f8e1b3a4e1f9ae1a1c4102
1723566944.609216,0x6B175474E89094C44Da98b954EedeAC495271d0F,5244837276933834687001,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xbfde617de1138477680ff738309ad79b9ebf43212ccb082c20ae3e5c04c4a08e
1723566947.662314,0xdAC17F958D2ee523a2206206994597C13D831ec7,3485000000,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x64a5aa37cf2947a8b5652777a48fed406d03f838e921ee91228cf9e48a54de5f
1723566950.695531,0xdAC17F958D2ee523a2206206994597C13D831ec7,3042000000,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x504302f77e934d8694a85cef24f12cb343d8103e12885038bc8d74218749006f
1723566953.7539399,0x6B175474E89094C44Da98b954EedeAC495271d0F,10489674554159674551618,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x934a4bc89dfadce627af17cdb3e035d77e38d4fe14ff9cd4b8cbcf98f3028085
1723566956.806703,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,43856893473816917818912554,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x2ec6f13416b1c68cc3f0d457873f9c94edb9bc96eedefa355cae5e81f8aa8fab
1723566959.844437,0xdAC17F958D2ee523a2206206994597C13D831ec7,190000000,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x4ea21b4a095a73a977b45630f9382e1eff8a56b79eacee8d0755c0328abaedbb
1723566971.9672372,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,246529,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xd0637a890d09603a1c2e2d481f6b518bf3da8b2189d45aaa0328988d3efb62f3
1723566975.0148191,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,493058,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xa343b31897b7be8268ac904ddccec7c9d955160039db31e81ce2aa6d241a9ce5
1723566978.0712168,0xdAC17F958D2ee523a2206206994597C13D831ec7,1218000000,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0x0cb3fdc4c3b39f296b680653b0415bae2fd24e5f76b99957a74addad2ba1d1e5
1723566984.1373482,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,83277932893004209491271389,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xb00adbf949026edd4a0b3d9d9cee4de595cb62ff7613ad840849a17bcfb8ae72
1723566996.264908,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,83277932892522465925496674,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x70e0daaee54c4da2fb9a0d08ad21b9a03ac161be6f0342a23bed3159cbc95a4a
1723566999.3183029,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,83277932892859317488246687,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x026279fd566d489b1c60a729bb38bc35fc9236da3f6471477a59117ba2f8a3c5
1723567005.38643,0xdAC17F958D2ee523a2206206994597C13D831ec7,2249000000,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x47a3b63e08aea450ec79c5d2cd4bfa38279f8435fc25e72d5ab5ee184dc6033f
1723567020.526346,0xdAC17F958D2ee523a2206206994597C13D831ec7,2523000000,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x706820e7d7cad5b9be837fdc48ad38e2bc938aa248e3a356402605477c41083c
1723567038.685914,0xdAC17F958D2ee523a2206206994597C13D831ec7,1808000000,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0x55df9497dd55235d5ded004fc4a39683515423b88193c9eea5a9c9626cb98487
