timestamp,token_in,amount_in,token_out,txhash
1723566608.397952,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,346664422541145548598335757,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x25c8b364f95e203cd58e01bdb0e5bd0e75f7beda4f68d2230787e0cd645907af
1723566627.1596951,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,3117954,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x51fdaac6520f513520327381f349ed40deb3c547235193a8d1c6bbcad1967bef
1723566630.212877,0xdAC17F958D2ee523a2206206994597C13D831ec7,1006000000,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xd6c0ca10c41a1edf0f52962588fbb8c4bd586dc33b6f0d519a70cf3f95b69191
1723566663.882277,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,3117954,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x26bed9af92728e2cebc936fbae0bd7aac1ea34c5588edef718b19ea018095814
1723566673.010491,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,3117954,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x2cddf1c9cfd7a9d16cb715b122db2fc4b57fc852d7b8efcfb8913bad3c33a50f
1723566676.393043,0x6B175474E89094C44Da98b954EedeAC495271d0F,17263035002981217312837,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xed8bea35dfc2c84f581e8eb2bc6e057bf0c40115e598748f0d21fd3e889ab00d
1723566691.567613,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,6235908,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x7025aa03c56fd761e22e06fb34ef6e87cced9a946933090bfc8c293410b0f059
1723566694.6934621,0xdAC17F958D2ee523a2206206994597C13D831ec7,4026000000,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0xda8a097fd350cdaff965cee894c817ca8a3cc34df2477f90c68adf8e181e5aa4
1723566698.03602,0xdAC17F958D2ee523a2206206994597C13D831ec7,4987000000,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x3c1c42587ef14874fdcffc357c2583c2dad2557dd7c1996c58e14f51f20258e3
1723566701.0993369,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,287828396011542478903604899,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x11f10adb61531cc03f27d1ea3a73eab948b09b99d4c434d57e64eb6507c60072
1723566707.18001,0xdAC17F958D2ee523a2206206994597C13D831ec7,2440000000,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x40a351a9ebc06e88c9153c090b0e44a2219656d77470d90ed90175b30144557e
1723566710.2381551,0xdAC17F958D2ee523a2206206994597C13D831ec7,1745000000,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0x467d4086bf982a97e75f2d0c448ddb1d301e5301a31dd0e5e8e289fbd461279b
1723566713.290522,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,229701841303332490361389433,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xfbbe4361ad06bf224635fcd522373743d5ec08ec68e69ee652b583f29ec13487
1723566716.351062,0x6B175474E89094C44Da98b954EedeAC495271d0F,13397468850221742608915,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0xa318e55fcfab8f9e7c1687f72fe4ef22f309767fe2a214276d9ea4781394bf9b
1723566725.457685,0xdAC17F958D2ee523a2206206994597C13D831ec7,270000000,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0x2a7476e22b86c9648caab5f33fa52f2cab4c60fef8019df91f1a139ee90de23f
1723566728.498671,0xdAC17F958D2ee523a2206206994597C13D831ec7,754000000,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0x4e9192e5aff581b4b0bf326f57f283f7ac698ccf5c364c149bf32e1106a956e4
1723566731.6056619,0xdAC17F958D2ee523a2206206994597C13D831ec7,2010000000,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0x213a053b1a9dd2be6d213167fb502fbe344cd01f37880e955ffdd3c0d8b8c403
1723566734.651604,0x6B175474E89094C44Da98b954EedeAC495271d0F,2622418638542425835323,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0x18b12fb367c30c599c1e14bf130a183a82002ec21d9cca19703259751b0bfa05
1723566740.711766,0xdAC17F958D2ee523a2206206994597C13D831ec7,1051000000,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x4c26e2e9cd27a71125140d718015fda4f1fb4844a2709f5425fb54ed0ec49068
1723566749.823933,0xdAC17F958D2ee523a2206206994597C13D831ec7,401000000,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x3d6b2752c925bde24309c5a96024301d17aa7919a296317974affa67a45a6edc
1723566755.895464,0x6B175474E89094C44Da98b954EedeAC495271d0F,2622418638510889445626,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0xf8bfa481f43cbb7750ceda0cad2394a8d539a2ca489369bd9bb70e5e5da43efc
1723566758.9664462,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,170045270803807377377532937,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x2176c1c8883ff4a0e8c076ea0c567a5dbfbdc3dc80d6b420d8bfa5f314ee0586
1723566792.716705,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,345156,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x60ba6de3bd5c45f160ec0c9fe841b76dcb3c248e8cabf51ec3de35f37f1a5345
1723566813.920684,0xdAC17F958D2ee523a2206206994597C13D831ec7,1181000000,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xc9267932c4447c172eefdadcce6b2cf96a80515e5768e8a877b9f21580b67249
1723566826.016313,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,22799869669798626125230351,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xb11ee03615214ecc4d75c28d76a4034a2184ffa8d86ac28413440b033e663f1b
1723566832.103615,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,268426,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x9a96d7048d63bb1e5f2d703e444e03673ec41e64f074802d48e7b5505dd6ab2a
1723566838.179001,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,536852,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xd35b3ef6c94db81b649a2e9a88104d64c66cb8d8e4d723f674c89c274d23e5b1
1723566859.6703901,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,1073704,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x927936e6a67e67db56f9ef4c2740e1ea84930682751a9294c3c13514c5411c99
1723566862.707635,0xdAC17F958D2ee523a2206206994597C13D831ec7,2885000000,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x957565cfee5b2b70b4e839949e99c0642a4eb474a3effb4ecb65f9f8adf2e114
1723566874.851267,0xdAC17F958D2ee523a2206206994597C13D831ec7,3485000000,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0x0c5ed8f1b811b44bc085d16e6d2242692e72fd24f0ced40cd4a8fc08a8237118
