price_diff,time_opportunity_found,time_tx_init,time_tx_finalized,base_asset,intermediate_asset,first_swap_router,second_swap_router,base_asset_balance_before_swap,base_asset_balance_after_swap,txhash
78261.9847765661,1723742601.3644538,1723742601.370681,1723742602.787206,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x95aD61b0a150d79219dCF64E1E6Cc01f0B64C4cE,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F,20000000000000000000,205697649843254897847,0xe042e7b4bee10300d0ef8e51e3e272cf8b48797ad7d6ade06cc892801ca70ea8
