Timestamp,ETH,WETH,USDT,USDC,WBTC,SHIB,DAI
2024-08-16 22:44:44,100000000000000000000,20000000000000000000,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:45:44,100000000000000000000,105665769096195861266,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:46:44,100000000000000000000,105665769096195861266,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:47:44,100000000000000000000,105665769096195861266,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:48:44,100000000000000000000,105665769096195861266,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:49:44,100000000000000000000,105665769096195861266,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:50:45,100000000000000000000,113029366448897677802,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:51:45,100000000000000000000,113029366448897677802,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:52:45,100000000000000000000,113029366448897677802,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:53:45,100000000000000000000,113029366448897677802,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:54:45,100000000000000000000,113029366448897677802,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:55:45,100000000000000000000,113029366448897677802,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:56:45,100000000000000000000,114924128562573372429,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:57:45,100000000000000000000,114924128562573372429,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:58:45,100000000000000000000,114924128562573372429,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 22:59:45,100000000000000000000,114924128562573372429,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 23:00:45,100000000000000000000,114924128562573372429,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 23:01:45,100000000000000000000,114924128562573372429,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 23:02:45,100000000000000000000,114924128562573372429,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 23:03:45,100000000000000000000,122912380575958555101,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 23:04:45,100000000000000000000,122912380575958555101,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 23:05:45,100000000000000000000,122912380575958555101,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 23:06:45,100000000000000000000,122912380575958555101,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 23:07:45,100000000000000000000,122912380575958555101,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 23:08:46,100000000000000000000,122912380575958555101,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 23:09:46,100000000000000000000,122912380575958555101,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 23:10:46,100000000000000000000,124976744994306290935,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 23:11:46,100000000000000000000,124976744994306290935,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 23:12:46,100000000000000000000,124976744994306290935,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-16 23:13:46,100000000000000000000,124976744994306290935,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
