Timestamp,ETH,WETH,USDT,USDC,WBTC,SHIB,DAI
2024-08-17 17:51:13,0,5000000000000000000,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:52:13,0,105492198671054953360,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:53:13,0,105492198671054953360,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:54:13,0,105492198671054953360,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:55:13,0,105492198671054953360,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:56:13,0,105492198671054953360,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:57:13,0,105492198671054953360,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:58:13,0,113200295164498754337,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 17:59:13,0,113200295164498754337,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:00:13,0,113200295164498754337,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:01:13,0,113200295164498754337,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:02:13,0,113200295164498754337,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:03:13,0,113200295164498754337,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:04:13,0,134938258759920330475,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:05:13,0,134938258759920330475,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:06:14,0,134938258759920330475,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:07:14,0,134938258759920330475,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:08:14,0,134938258759920330475,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:09:14,0,134938258759920330475,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:10:14,0,134938258759920330475,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:11:14,0,137974396299398913323,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:12:14,0,137974396299398913323,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:13:14,0,137974396299398913323,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:14:14,0,137974396299398913323,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:15:14,0,137974396299398913323,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:16:14,0,137974396299398913323,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:17:14,0,137974396299398913323,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:18:14,0,137974396299398913323,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:19:14,0,147934284676369098495,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
2024-08-17 18:20:14,0,147934284676369098495,3103705788,3096454464,4820159,87564519354012785969481486,2867394895048508063956
